event-id,visible,timestamp,location-long,location-lat,argos:lc,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
11967169648,TRUE,48:00.0,-81.57699585,68.92299652,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169649,TRUE,26:00.0,-81.67199707,68.90200043,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169650,TRUE,10:00.0,-81.62200928,68.91999817,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169651,TRUE,13:00.0,-81.54998779,68.91899872,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169652,TRUE,45:00.0,-81.55801392,68.94000244,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169653,TRUE,08:00.0,-81.65100098,68.91699982,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169654,TRUE,08:00.0,-81.63299561,68.93099976,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169655,TRUE,49:00.0,-81.2829895,68.94599915,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169656,TRUE,20:00.0,-81.43701172,68.88899994,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169657,TRUE,23:00.0,-81.1499939,68.96299744,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169658,TRUE,04:00.0,-80.70800781,68.9509964,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169659,TRUE,05:00.0,-80.84500122,68.93399811,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169660,TRUE,05:00.0,-80.83599854,68.94000244,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169661,TRUE,14:00.0,-80.82800293,68.93699646,3,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169662,TRUE,55:00.0,-80.81298828,68.93399811,3,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169663,TRUE,15:00.0,-80.64401245,68.98300171,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169664,TRUE,02:00.0,-80.48999023,68.9940033,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169665,TRUE,05:00.0,-80.45901489,69.0059967,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169666,TRUE,50:00.0,-80.44400024,69.00299835,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169667,TRUE,02:00.0,-80.36898804,69,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169668,TRUE,34:00.0,-80.32998657,69.01899719,2,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169669,TRUE,14:00.0,-80.20199585,68.93099976,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169670,TRUE,42:00.0,-80.12200928,69.05500031,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169671,TRUE,50:00.0,-80.4670105,69.02200317,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169672,TRUE,24:00.0,-80.14700317,68.98899841,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169673,TRUE,31:00.0,-80.11700439,69.01799774,2,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169674,TRUE,42:00.0,-80.09100342,69.02200317,1,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169675,TRUE,06:00.0,-80.09799194,68.95899963,2,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169676,TRUE,09:00.0,-80.07901001,68.95899963,3,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169677,TRUE,12:00.0,-80.09100342,68.95600128,2,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169678,TRUE,51:00.0,-79.92800903,68.90200043,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169679,TRUE,03:00.0,-80.10900879,68.87999725,3,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169680,TRUE,31:00.0,-80.07998657,68.8710022,3,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169681,TRUE,10:00.0,-80.05999756,68.84600067,2,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169682,TRUE,40:00.0,-80.04901123,68.87200165,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169683,TRUE,54:00.0,-80.04299927,68.86100006,1,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169684,TRUE,34:00.0,-80.04800415,68.89800262,1,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169685,TRUE,35:00.0,-80.06600952,68.90000153,2,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169686,TRUE,13:00.0,-80.16000366,68.91100311,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169687,TRUE,15:00.0,-80.31600952,68.78399658,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169688,TRUE,27:00.0,-80.34698486,68.93699646,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169689,TRUE,09:00.0,-80.44799805,68.95800018,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169690,TRUE,09:00.0,-80.47601318,68.99099731,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169691,TRUE,35:00.0,-80.57000732,69.04199982,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169692,TRUE,37:00.0,-80.54098511,69.02700043,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169693,TRUE,40:00.0,-80.57699585,69.04299927,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169694,TRUE,52:00.0,-80.58099365,69.04499817,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169695,TRUE,14:00.0,-80.60501099,69.03199768,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169696,TRUE,19:00.0,-80.57199097,69.03600311,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169697,TRUE,04:00.0,-80.62799072,68.9960022,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169698,TRUE,12:00.0,-80.57400513,69.02899933,2,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169699,TRUE,10:00.0,-80.52999878,68.99199677,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169700,TRUE,44:00.0,-80.64199829,68.96099854,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169701,TRUE,53:00.0,-80.62399292,68.96299744,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169702,TRUE,22:00.0,-80.66699219,68.98200226,1,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169703,TRUE,31:00.0,-80.66799927,68.98100281,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169704,TRUE,40:00.0,-80.65301514,68.98300171,2,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169705,TRUE,13:00.0,-80.64401245,68.99199677,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169706,TRUE,20:00.0,-80.64801025,68.9960022,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169707,TRUE,49:00.0,-80.64599609,69.00800323,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169708,TRUE,16:00.0,-80.67199707,68.99700165,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169709,TRUE,44:00.0,-80.60400391,69.00900269,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169710,TRUE,51:00.0,-80.82699585,68.91999817,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169711,TRUE,08:00.0,-80.46099854,68.94999695,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169712,TRUE,32:00.0,-80.6210022,69.01000214,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169713,TRUE,43:00.0,-80.62600708,69.01000214,A,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169714,TRUE,45:00.0,-80.62600708,69.00700378,3,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169715,TRUE,03:00.0,-80.56201172,68.96700287,B,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
11967169716,TRUE,05:00.0,-80.62701416,68.96299744,2,argos-doppler-shift,Pusa hispida,94529,94529,Ringed seals Igloolik
